date,mf1roc1,mf2roc1,mf3roc1,mf4roc1,mf5roc1,mf6roc1,mf7roc1,mf8roc1,mf9roc1,mf1macd,mf2macd,mf3macd,mf4macd,mf5macd,mf6macd,mf7macd,mf8macd,mf9macd,mf1sma,mf2sma,mf3sma,mf4sma,mf5sma,mf6sma,mf7sma,mf8sma,mf9sma,mf1mom,mf2mom,mf3mom,mf4mom,mf5mom,mf6mom,mf7mom,mf8mom,mf9mom,mf1std,mf2std,mf3std,mf4std,mf5std,mf6std,mf7std,mf8std,mf9std,mf1slope,mf2slope,mf3slope,mf4slope,mf5slope,mf6slope,mf7slope,mf8slope,mf9slope
2010-01-04,0.006069152289729145,-0.6182980236580534,-0.10904927533725993,-0.9359847073452616,-0.939400062824414,-0.4100681623121622,-0.2916865548133176,-0.8117461018542524,2.2886019043191497,0.11369798633514631,-0.0886450732972255,0.054560207960517484,0.1156289842439908,-0.0831568783100097,-0.6394508031973435,-0.5332332369283859,-1.4497978353665377,-0.40015523816758025,0.13189941071574324,-0.7133867574335226,0.09449796751347439,-0.12208431727815687,-0.2838628204820191,-0.8329624950793706,-0.3651958876056188,-1.4052390487795683,0.4144765914295372,0.13774677174326092,-0.23274657890256703,0.025144498244344077,-0.15217158550687185,-0.32851243629926274,-0.7220785930598302,-0.5017619856148646,-1.3344067018671029,-0.07425245508531907,-1.2626473221006445,-1.0375432012250678,-0.8028989672343819,0.7929534516948519,0.7664705752859197,-0.155689926560211,-0.26491326595150594,-0.7892251086928048,-0.230551681883456,0.12927437443311043,-0.1307523777984127,0.037303583927132844,-0.6694546142471983,-0.802342019600864,-0.6244552872632005,-0.6352982992736976,-1.4965102285619625,-0.08539734685127767
2010-01-05,-0.016688396453377073,-0.0325747443462082,-0.15617442888115798,1.0123154675913988,0.6112784429472957,0.7852936964007682,1.280289443685057,-1.930443742093271,-2.4222628141004074,0.11057939912983923,-0.10274638265182215,0.047832603561891326,0.24407475918853433,0.013766608770648475,-0.4802847591017128,-0.3154219088777874,-1.5359983841429727,-0.37989365345717385,0.12212006136218562,-0.6742409819791896,0.08695132851461763,-0.19147163821596813,-0.3831939934029344,-1.2780341819905172,-0.7187117004107296,-1.7674030874721283,0.08740819917451943,0.12758160428530815,-0.20751545258594448,0.020750644524724086,-0.23388171463844626,-0.4405396584107285,-1.3093745339507108,-1.0229662469099856,-1.6202185571541052,-0.3305926442317204,-1.2665309846073045,-1.0388140973411544,-0.8146441718206527,0.7312369083092234,0.6701573095338117,-0.7864353966331691,-0.7197294616650504,-0.714132292876791,-0.1447328420429534,0.1228663369617871,-0.1293027369781869,0.023146171096655836,-0.4065000893706628,-0.5769570390021715,-0.10763751208396002,-0.11344719651378231,-1.6383541992739774,0.004634700444764153
2010-01-06,0.006068485689991398,0.09847284223207652,-0.10904927533725993,-0.7886898663785791,-0.5367419109560537,-0.1790446611164321,-0.47536067944331734,0.41641565728048097,0.7548283114694095,0.10746517683864112,-0.10992197025083793,0.04119394517627742,0.2895689609921456,0.055424082504424266,-0.36375305022554083,-0.20345268407798675,-1.578578710767394,-0.35170564861367193,0.10842822176619336,-0.6350509470862671,0.08695132851461763,-0.4056047089208067,-0.5850422916996137,-0.5520640540365928,-0.28837724290187783,-1.8791444234212582,0.12066413209486639,0.11335036984420677,-0.18369726934305308,0.020750644524724086,-0.4838340329228403,-0.6647823362253831,-0.2302341490059951,-0.2645467407143739,-1.7085604033337403,-0.30418183686512656,-1.2661196393766638,-1.0414830094069032,-0.8305563207262924,0.5950176455746905,0.4962559188002465,-0.8525068680431623,-0.7886430111511208,-0.6776188243671201,-0.04524571371189048,0.11908454435596606,-0.12593813853124314,0.005825265576197377,-0.15563116768385662,-0.3355113274620731,0.11063917620219763,0.1230643690630179,-1.6972624508262524,0.11174179119437022
2010-01-07,0.00606831902785137,-0.8465706708766454,1.6047538134438655,-1.7049272346780737,-1.618769005095273,0.15761225013820973,0.025336638575226004,-0.6480978320071065,0.017968700882528908,0.10438986406472911,-0.13917880255744497,0.04670211388544407,0.20705684411022598,-0.018345948455229244,-0.23951219841006954,-0.09693091571963518,-1.6143788071467111,-0.3308948497635828,0.10842819312067961,-0.7568410851476812,0.16396047972313674,-0.542432691760205,-0.7015273077980754,-0.41997222361210607,-0.07771995640703125,-1.678570680909379,0.2877860225141826,0.11335036984420677,-0.25272963094533135,0.0657876451508363,-0.6368165037395946,-0.7845836056748371,-0.11570305838057265,-0.0478753136925279,-1.5500647381291106,-0.17368137693603827,-1.2656045853386124,-1.0290882468058806,-0.832951524234465,0.5087897810656035,0.39156254999486534,-0.891072647259937,-0.8011359099364496,-0.6373701480141067,0.0211903546894705,0.1142522538040533,-0.1379155720983618,0.00410257153709077,-0.042003898073502445,-0.22110058361856302,0.3425838571505218,0.3253526294348488,-1.7981505108418239,0.17853053771372523
2010-01-08,0.05158624970669919,-0.41758229168038,1.6047538134438655,0.05404572911222859,0.16108976233626812,-1.3901905665996281,-1.1980869240546963,-0.32062196391641135,1.9646532611614054,0.10362925614491279,-0.17243083306050183,0.05998404830110353,0.1459144251216109,-0.0637645520359967,-0.31120184052632643,-0.17912465843547515,-1.6358801933645253,-0.2810100107365483,0.11038413745982907,-0.7987233265006306,0.22952412835206548,-0.24048257970248016,-0.3702717216954547,-0.5836928958715535,-0.20547512861755846,-1.7015837758673578,0.9006763859791814,0.1153834033357901,-0.2741256260618273,0.10423386519751365,-0.28470463270799995,-0.4165163462676114,-0.23746600075424315,-0.15748249280159546,-1.5682527652837512,0.30482030947058936,-1.2656045853386124,-1.0107936391745715,-0.8164936111653385,0.49560968986150644,0.3677683690007422,-0.8994038216171408,-0.8012130938454466,-0.6050990907532356,0.011306830267123012,0.11220378280884685,-0.15681011896200397,0.014156840383498596,-0.0014256894768972736,-0.169181816457227,0.3671271258370327,0.3257686469649973,-1.8769223790812626,0.17125934696130513
2010-01-11,-0.028068420703039755,-0.30183382385489504,1.5336150238867827,0.42841907686994896,0.006015426938939194,2.095691289266755,2.1132166923861155,0.1978607445296898,2.2886019043191497,0.10075477701282386,-0.20501011191184812,0.07728494108691882,0.1274754654777727,-0.09654053001702152,-0.14770994056441927,0.008460243773041635,-1.6323510957781386,-0.1592738382200906,0.10842833634992367,-0.8180308761719737,0.2724117815868477,-0.22886033367375397,-0.4596341201561581,0.6520867045530214,0.9697720419621885,-1.7014977037564816,1.1465481419481134,0.11335036984418871,-0.28240143549367935,0.12949852408533102,-0.2726965069936561,-0.5145719300337482,0.6237097627449093,0.6985698992333398,-1.5682527652837512,0.4990174224602967,-1.2649925216794051,-0.9906615571917499,-0.7859060240963349,0.4656558041113884,0.31236921559689107,-0.8259405414245404,-0.7240827358893747,-0.5913442457778817,0.1403571920342019,0.10632099431120634,-0.18046074049200855,0.03376423071952715,0.09450185551892967,-0.07637627117706458,0.4564982947279006,0.4290067806232819,-1.9111205645134492,0.2590855274007897
2010-01-12,0.00606798568890735,-0.30127829427999586,1.6047538134438655,1.6499847550851212,1.1715974273672707,0.10877987155044241,0.10726553093432738,-0.6753477837348307,1.0342300985434343,0.09794376899121539,-0.2365593418346372,0.10185796415474441,0.22571550959276307,-0.04292944181500525,0.007032593915590173,0.18793265137848036,-1.6321276663236899,-0.048961859678498074,0.10451653360987095,-0.8316818023095133,0.34697498591183407,0.12021296526406268,-0.21828078858729544,0.7852940241208838,1.1426563948097306,-1.8166491892789094,1.1990748801813513,0.10928430286102205,-0.28704396273593735,0.1734370612815358,0.12521203211232537,-0.2553695683971117,0.7276807863517868,0.8430502687347187,-1.6591929010569169,0.540963998866053,-1.263273891527846,-0.9690739866303459,-0.7351903783727973,0.5020155951234189,0.27020164949637543,-0.7564858860775595,-0.6509582826389313,-0.5866586030246256,0.2661003160554999,0.10054325560797481,-0.209381969695561,0.06818678979188869,0.2761458343430022,0.08769381904262939,0.5345944719059449,0.5162117589524653,-1.9203356444204236,0.3479737918822868
2010-01-13,0.0060678190121033595,1.287621256917342,1.6047538134438655,-2.379922427127763,-2.4064829957134366,0.6364378565846041,0.8294465673805189,-0.2933691161183707,-0.33951147566017087,0.09521452332704385,-0.22394508015195994,0.1479304817419066,0.11082133895380132,-0.17120462541038575,0.2291156807730724,0.4868043640510608,-1.62448834407633,0.02632191533493037,0.0986488724680699,-0.6239643064096894,0.5538248569149488,-0.6715754898206577,-0.8710879682034579,0.4232999175158109,0.5252476565329789,-1.8330615283999263,1.1967807426238628,0.10318520238627206,-0.17643070496386623,0.29536650200100273,-0.7906863032430624,-0.9683278262311864,0.5955641034642429,0.6187476599947579,-1.672184349024496,0.539410421962172,-1.2605494787378955,-0.9687152027353124,-0.6314910250598876,0.3845361003672074,0.16489227663333572,-0.5997745219119381,-0.45683784403817485,-0.5948979376961018,0.3360307239299807,0.09555339036422107,-0.2102186451072361,0.1357790395445219,0.394195770689728,0.17061818786642594,0.7757741183462973,0.8729830338550446,-1.904635878652804,0.39964826548930255
2010-01-14,0.006067652330382628,-0.8566909297138523,1.6047538134438655,1.1604799924696982,1.0776914958377373,-0.8630103965247072,-1.2684339565127978,-0.6480643737678369,2.2886019043191497,0.09258043900454249,-0.23593671948957626,0.19760071473630444,0.09947022148954458,-0.198969835718207,0.273574869775591,0.4670736083286402,-1.6204193750056881,0.13107587761498685,0.0986487005874262,-0.7394958026120915,0.6517504136988754,-0.3069737234648922,-0.532855380679644,0.4240237769764241,0.3699776338636326,-1.826512060870858,1.3754751385477462,0.10318520238627206,-0.23960944526068795,0.3535850637859749,-0.3742489401131005,-0.6044769992784593,0.5130068182846019,0.30943969732457344,-1.666987769837435,0.6807859202186476,-1.2576903783379998,-0.9590623360205842,-0.5267123880560997,0.3120228549774631,0.06614161739746659,-0.5650527921734774,-0.43686629373934666,-0.6038072732280783,0.4599218552988905,0.08977565166098954,-0.22732798614596775,0.21818645803348818,0.5488152289155257,0.29481333528978926,0.8434763206054137,0.9540023710636358,-1.887570915862966,0.4886182287433319
2010-01-15,0.006067485643745157,-0.43837360561380284,1.6047538134438655,0.2014136784616968,0.27636033670251775,-0.705703595075471,-0.6775937943004746,-0.511648662056706,-1.8056077106813768,0.09005092934380479,-0.2547567707825112,0.24472303375849586,0.10535302606880126,-0.1987968629534557,0.21802505726339988,0.3543255848242021,-1.615619650517179,0.1734211025914776,0.09278103943801944,-0.7975890504264472,0.7104475131488677,-0.16606536825022267,-0.37618339631730396,0.1252985006303099,0.45621847643785246,-1.8429589976010492,1.1172047029175687,0.09708610191148595,-0.26988679684063477,0.3887358935429348,-0.21167514671557117,-0.43363148559464776,0.2520042297104545,0.33955637393455157,-1.679979217805051,0.478820922709359,-1.2544371002437655,-0.9457255874107962,-0.429910770501461,0.2753584957423334,-0.00429397243105788,-0.5638574854266402,-0.4548431411379948,-0.6204964611112971,0.5239183559626307,0.08494336110925876,-0.24976162525899456,0.30782919148670757,0.6935177274864068,0.4192892904949569,0.8483702724535628,0.8876353970456818,-1.8568539828403494,0.5414773345512717
